Threshold,Precision,Recall
0.003831642676893338,0.17100840336134454,1.0
0.003844472168641264,0.1710802858343842,1.0
0.0038471104030239223,0.17115222876366695,1.0
0.0038518295604227895,0.1712962962962963,1.0
0.0038524135469849797,0.1713684210526316,1.0
0.0038641926528197846,0.17144060657118787,1.0
0.0038672025781474415,0.17151285292878213,1.0
0.003874925052806107,0.17158516020236086,1.0
0.0038754456456045294,0.17165752846900043,1.0
0.003885089128274204,0.17172995780590716,1.0
0.0038924396308805654,0.1718024482904179,1.0
0.00390226788331522,0.171875,1.0
0.003915966459794301,0.17194761301225178,1.0
0.003919792515478768,0.1720202874049028,1.0
0.003922611882345241,0.17209302325581396,1.0
0.003935981961211483,0.172165820642978,1.0
0.00393616806452374,0.17223867964451967,1.0
0.003961958141687245,0.17231160033869602,1.0
0.003975983217886936,0.17238458280389665,1.0
0.003978104241724024,0.17245762711864407,1.0
0.003979970647152206,0.17253073336159389,1.0
0.0039981154758065495,0.1726039016115352,1.0
0.003998354644170235,0.1727504244482173,1.0
0.003999829865394187,0.17282377919320593,1.0
0.004008425273602329,0.17289719626168223,1.0
0.004016714932093218,0.17297067573310668,1.0
0.004017415083138126,0.17304421768707484,1.0
0.004025316823327458,0.17311782220331773,1.0
0.004028545840085238,0.17319148936170212,1.0
0.004034076023824494,0.17326521924223073,1.0
0.004065634110865634,0.17333901192504259,1.0
0.004070478013916685,0.1734128674904133,1.0
0.004073440281020924,0.17348678601875533,1.0
0.004074939799524568,0.17356076759061834,1.0
0.004095078297876864,0.17363481228668942,1.0
0.004100227593130809,0.17370892018779344,1.0
0.00410303457331706,0.17378309137489326,1.0
0.00410521204098252,0.17385732592909015,1.0
0.00410703781846823,0.17393162393162392,1.0
0.00410920267222509,0.17400598546387344,1.0
0.004111962191573922,0.1740804106073567,1.0
0.004115550699324021,0.17415489944373128,1.0
0.004122317779279336,0.1742294520547945,1.0
0.004122513345424806,0.17437874892887748,1.0
0.0041332267895697805,0.17445349335619373,1.0
0.004139210764499803,0.17452830188679244,1.0
0.004163178106392338,0.1746031746031746,1.0
0.004165973721110577,0.17467811158798283,1.0
0.004166226416440754,0.17475311292400172,1.0
0.00417043762533923,0.17482817869415807,1.0
0.004179067600003835,0.17490330898152126,1.0
0.004188363782917698,0.17497850386930353,1.0
0.004190189668502102,0.1750537634408602,1.0
0.0041976176217984155,0.1751290877796902,1.0
0.004207466613286676,0.17520447696943608,1.0
0.004208946852183188,0.1752799310938846,1.0
0.004213081072314561,0.17535545023696683,1.0
0.004222308217614317,0.17543103448275862,1.0
0.004225536421898281,0.1755066839154808,1.0
0.004235129500299843,0.17558239861949956,1.0
0.004259706972327755,0.1756581786793267,1.0
0.004260470706347202,0.17573402417962003,1.0
0.004261888900327314,0.1758099352051836,1.0
0.0042729411799006895,0.17588591184096802,1.0
0.004275527824238284,0.17596195417207092,1.0
0.004283257350250179,0.17611423626135872,1.0
0.004284246232125303,0.1761904761904762,1.0
0.004285337740736608,0.17626678215677782,1.0
0.004299736877902184,0.17634315424610053,1.0
0.0043072409966932335,0.17641959254443,1.0
0.004310732679932167,0.17649609713790113,1.0
0.004323333681302514,0.17657266811279826,1.0
0.004327834121037611,0.17664930555555555,1.0
0.004329616586962271,0.17680278019113815,1.0
0.004331610200726448,0.17687961755758366,1.0
0.00433167847949493,0.17695652173913043,1.0
0.004333948293552615,0.17703349282296652,1.0
0.004335812616895317,0.17711053089643167,1.0
0.0043387309932681264,0.17718763604701784,1.0
0.004342996720551776,0.17726480836236932,1.0
0.004343376155886601,0.17734204793028321,1.0
0.004343500789614088,0.1774967291757523,1.0
0.0043678046555103755,0.1775741710296684,1.0
0.004373014363353529,0.17765168048886948,1.0
0.004374964386887808,0.1777292576419214,1.0
0.004377277889957416,0.17780690257754478,1.0
0.004394300379374607,0.1778846153846154,1.0
0.00439487611991987,0.17796239615216441,1.0
0.004398105529915153,0.17804024496937884,1.0
0.00439857958131914,0.17811816192560176,1.0
0.004399673805569998,0.17819614711033274,1.0
0.0044021004563344944,0.1782742006132282,1.0
0.004413183491842059,0.17835232252410166,1.0
0.004414604836667325,0.17843051293292417,1.0
0.0044196727473695616,0.17850877192982456,1.0
0.0044200689206011804,0.17858709960508995,1.0
0.0044225271590528385,0.17866549604916593,1.0
0.004423431486615534,0.178743961352657,1.0
0.00443597854479155,0.17882249560632688,1.0
0.004440069949352211,0.1789010989010989,1.0
0.004452587171508689,0.17905851297844258,1.0
0.00445471458889177,0.17929515418502204,1.0
0.0044579813062636696,0.17945326278659612,1.0
0.004459905948901865,0.1795324217026908,1.0
0.0044623133240710685,0.1796116504854369,1.0
0.004463796745998917,0.17969094922737308,1.0
0.004474139161666659,0.17977031802120141,1.0
0.004477131352481386,0.1798497569597879,1.0
0.004478109301960283,0.1799292661361627,1.0
0.004479008708344357,0.18000884564352057,1.0
0.004482409976207324,0.18008849557522125,1.0
0.004485012415921801,0.18016821602478972,1.0
0.0044906770293754224,0.18024800708591673,1.0
0.0044972718118168825,0.18032786885245902,1.0
0.004498423399802405,0.1804078014184397,1.0
0.004507907465785438,0.18048780487804877,1.0
0.004514169501609518,0.1805678793256433,1.0
0.00451837197040381,0.18064802485574788,1.0
0.004523396191761068,0.18072824156305506,1.0
0.004524535572001347,0.1808085295424256,1.0
0.00453072655170495,0.18088888888888888,1.0
0.004535308672123597,0.1809693196976434,1.0
0.004536276212580724,0.18104982206405695,1.0
0.00453971548970321,0.1811303960836671,1.0
0.00454994165748087,0.18121104185218165,1.0
0.004554776413610001,0.18129175946547885,1.0
0.004561963598211461,0.18137254901960784,1.0
0.004564336100326554,0.18145341061078912,1.0
0.004574437023932551,0.18153434433541482,1.0
0.0045845883766430905,0.18161535029004908,1.0
0.004592072701201457,0.18169642857142856,1.0
0.004601064386518182,0.1817775792764627,1.0
0.004602012531550577,0.18185880250223413,1.0
0.00460205350687324,0.18202146690518783,1.0
0.004603674897935005,0.1821029082774049,1.0
0.004603912838077008,0.18218442256042972,1.0
0.00461078736353668,0.18226600985221675,1.0
0.004622139165851088,0.18234767025089607,1.0
0.004623802697558624,0.18242940385477363,1.0
0.0046241850875106145,0.18251121076233184,1.0
0.004625510995963999,0.1825930910722297,1.0
0.0046351734279512675,0.1826750448833034,1.0
0.0046423648805687945,0.18275707229456667,1.0
0.004651386954880178,0.18292134831460674,1.0
0.00465444723411273,0.18300359712230216,1.0
0.004657028759076128,0.1830859199280252,1.0
0.004668960981552667,0.18316831683168316,1.0
0.004673053452110546,0.18325078793336336,1.0
0.0046810706370593765,0.18333333333333332,1.0
0.004684815447828896,0.18341595313204145,1.0
0.004685708774616177,0.18349864743011723,1.0
0.004697813392222184,0.18358141632837166,1.0
0.004713620967887613,0.18366425992779783,1.0
0.004717792036380715,0.1837471783295711,1.0
0.004721845331412274,0.1838301716350497,1.0
0.004722077220689997,0.18391323994577496,1.0
0.004723539918368274,0.18399638336347196,1.0
0.004728880197343614,0.18407960199004975,1.0
0.0047312213972654,0.18416289592760182,1.0
0.0047317080437816825,0.1842462652784065,1.0
0.00473372955138661,0.18432971014492755,1.0
0.004741682201336389,0.18441323062981424,1.0
0.0047431291030170485,0.18449682683590207,1.0
0.004744272682923758,0.18458049886621314,1.0
0.00474631566975774,0.18466424682395643,1.0
0.004751124788828937,0.18474807081252836,1.0
0.004753022666509056,0.18483197093551318,1.0
0.0047536445542508115,0.18491594729668331,1.0
0.00476524757750702,0.185,1.0
0.0047685670639923015,0.18508412914961347,1.0
0.004771782026658635,0.1851683348498635,1.0
0.004777306631965457,0.18525261720527994,1.0
0.004792735235983547,0.18533697632058288,1.0
0.004796682221243371,0.18542141230068337,1.0
0.004797716496754204,0.18550592525068368,1.0
0.004798442271879352,0.1855905152758778,1.0
0.004798644130379013,0.18567518248175183,1.0
0.004801341782380242,0.18575992697398447,1.0
0.004810880150130261,0.18584474885844748,1.0
0.00481178147634198,0.18592964824120603,1.0
0.0048223394226932495,0.18609967992684043,1.0
0.0048238909558322406,0.18618481244281793,1.0
0.004825188293557416,0.1862700228832952,1.0
0.004829778357330559,0.18635531135531136,1.0
0.004831809254902901,0.1864406779661017,1.0
0.004832684660718312,0.18652612282309808,1.0
0.004847331590446524,0.18661164603392938,1.0
0.004850567198720676,0.18669724770642201,1.0
0.004851763421873774,0.18678292794860027,1.0
0.004853242541961221,0.18686868686868688,1.0
0.00485517245215026,0.18695452457510336,1.0
0.004860347054519466,0.1870404411764706,1.0
0.00486529342145592,0.1871264367816092,1.0
0.00486679938490717,0.18721251149954002,1.0
0.0048749402895587705,0.1872986654394846,1.0
0.00488447277938971,0.18738489871086556,1.0
0.004886145732808974,0.18747121142330722,1.0
0.004887207935925125,0.18755760368663593,1.0
0.004889219797444621,0.1876440756108806,1.0
0.004896563958985636,0.18773062730627307,1.0
0.0048970539752532065,0.18781725888324874,1.0
0.004905194607575219,0.18790397045244692,1.0
0.00490556135496729,0.1879907621247113,1.0
0.004906857349356059,0.18807763401109057,1.0
0.004908885752263989,0.18816458622283866,1.0
0.004913653771258631,0.18825161887141537,1.0
0.0049169508494431805,0.1883387320684868,1.0
0.004918580484535346,0.1885132005558129,1.0
0.004930889649356006,0.18860055607043558,1.0
0.004931158522951676,0.18868799258229021,1.0
0.004933669431546533,0.18877551020408162,1.0
0.0049344430540647155,0.1888631090487239,1.0
0.0049369684173633955,0.18895078922934075,1.0
0.004937139981594239,0.18903855085926613,1.0
0.00494068225194439,0.18912639405204462,1.0
0.004942930733200835,0.1892143189214319,1.0
0.004946938063780933,0.18930232558139534,1.0
0.00495498779535319,0.18939041414611446,1.0
0.004962596077368789,0.1894785847299814,1.0
0.004963564673099042,0.1895668374476013,1.0
0.0049656482895712025,0.1896551724137931,1.0
0.004968276577621867,0.18974358974358974,1.0
0.0049685124549655275,0.18983208955223882,1.0
0.004968980082035897,0.18992067195520299,1.0
0.004970831747734232,0.1900093370681606,1.0
0.004972416752762195,0.19009808500700606,1.0
0.004973312773960067,0.19018691588785047,1.0
0.00498560558026267,0.19027582982702199,1.0
0.004987672293924545,0.1903648269410664,1.0
0.00499101878967505,0.19045390734674777,1.0
0.0049913462392155205,0.19054307116104868,1.0
0.004991717573165514,0.19063231850117096,1.0
0.004995866184277569,0.19072164948453607,1.0
0.0049963593751192435,0.19099014547160958,1.0
0.005006636754840196,0.19107981220657277,1.0
0.005006783333160434,0.19116956317519962,1.0
0.005007907743203841,0.1912593984962406,1.0
0.0050096015125040355,0.1913493182886695,1.0
0.00501132790269562,0.19143932267168393,1.0
0.005012770116649427,0.1915294117647059,1.0
0.005019467738047018,0.1916195856873823,1.0
0.005023480197369353,0.19170984455958548,1.0
0.00502786863443413,0.19180018850141375,1.0
0.005029170435096412,0.1918906176331919,1.0
0.00503633545786823,0.1919811320754717,1.0
0.005037357524135986,0.19207173194903257,1.0
0.00504191593689316,0.19216241737488196,1.0
0.0050428281544003615,0.19225318847425601,1.0
0.005045550309075906,0.19234404536862004,1.0
0.005053128104303696,0.19243498817966903,1.0
0.005055218295545767,0.1926171320397539,1.0
0.005056518294669276,0.19270833333333334,1.0
0.005057395312405264,0.19298245614035087,1.0
0.005058149794027813,0.19307400379506642,1.0
0.0050598440841684925,0.1931656383483626,1.0
0.005061428980332371,0.1932573599240266,1.0
0.005063757850424645,0.19334916864608076,1.0
0.0050695716475472235,0.19344106463878327,1.0
0.005073456212212433,0.19353304802662863,1.0
0.0050820648693219415,0.19362511893434825,1.0
0.005083873470036371,0.193717277486911,1.0
0.005089394328276777,0.19380952380952382,1.0
0.005093840687168662,0.1939018580276322,1.0
0.005099988705231023,0.19399428026692087,1.0
0.00510524439810016,0.19408679065331425,1.0
0.005113439311418481,0.1941793893129771,1.0
0.005118994924767782,0.19427207637231503,1.0
0.005121190401859302,0.19436485195797518,1.0
0.005125399066799626,0.19445771619684663,1.0
0.005127272425970859,0.19455066921606118,1.0
0.005134074532441823,0.19473684210526315,1.0
0.005135663539711981,0.1948300622307324,1.0
0.005159488543683561,0.19492337164750959,1.0
0.005161245588887612,0.19501677048394825,1.0
0.005161849291840986,0.19511025886864813,1.0
0.00517068042968553,0.19520383693045565,1.0
0.005172258351552536,0.1952975047984645,1.0
0.005173031157849621,0.19539126260201634,1.0
0.005180399587133661,0.19548511047070125,1.0
0.005180472099744474,0.19557904853435848,1.0
0.00518192268999641,0.19567307692307692,1.0
0.005190046850764722,0.19576719576719576,1.0
0.005197600945054155,0.1958614051973051,1.0
0.005217108668635233,0.1959557053442465,1.0
0.0052175846424155035,0.1960500963391137,1.0
0.005220931291695714,0.19614457831325302,1.0
0.005227745845848393,0.19623915139826423,1.0
0.005237139518438256,0.19633381572600098,1.0
0.00523999522029808,0.19642857142857142,1.0
0.005243226097547836,0.19652341863833897,1.0
0.005249171229607243,0.1966183574879227,1.0
0.0052528935036333735,0.19671338811019817,1.0
0.005253440505871206,0.19680851063829788,1.0
0.005258079282170826,0.196903725205612,1.0
0.005260616192154209,0.19699903194578897,1.0
0.005266305931973525,0.19709443099273607,1.0
0.005270910030110028,0.19718992248062014,1.0
0.005271454371981628,0.19728550654386814,1.0
0.005273557518954316,0.1973811833171678,1.0
0.005279188552308862,0.19747695293546821,1.0
0.005279553213575087,0.1975728155339806,1.0
0.005282913394706477,0.19766877124817872,1.0
0.00528879346981476,0.19776482021379982,1.0
0.005290186224520086,0.19786096256684493,1.0
0.005302097016832721,0.19795719844357976,1.0
0.00531290838576442,0.19805352798053527,1.0
0.00531350937722919,0.19814995131450827,1.0
0.005318360977184703,0.1982464685825621,1.0
0.005318566947948422,0.1983430799220273,1.0
0.00532594816216313,0.1984397854705022,1.0
0.005327350000496882,0.19853658536585367,1.0
0.005333763053223431,0.19863347974621767,1.0
0.005337317513884463,0.19873046875,1.0
0.005338196067141626,0.1988275525158769,1.0
0.005338922369857512,0.1989247311827957,1.0
0.005347334425710007,0.19902200488997554,1.0
0.005348972267305389,0.19911937377690803,1.0
0.005357006989650566,0.19921683798335782,1.0
0.005366843855198143,0.19931439764936337,1.0
0.005371304330948996,0.19941205291523764,1.0
0.005371658284921328,0.19950980392156864,1.0
0.005378555965028057,0.19960765080922022,1.0
0.005387818954352691,0.1997055937193327,1.0
0.005399166517312489,0.19990176817288802,1.0
0.005401143870653604,0.2,1.0
0.0054013702396593965,0.2000983284169125,1.0
0.005402658583830687,0.20019675356615838,1.0
0.005405557526211443,0.2002952755905512,1.0
0.005409472322433309,0.20039389463318563,1.0
0.005410850972887975,0.2004926108374384,1.0
0.005417327227384453,0.20059142434696894,1.0
0.00542085419167913,0.20069033530571992,1.0
0.005421314503076738,0.2007893438579181,1.0
0.005428409106475975,0.20088845014807502,1.0
0.005429705827972227,0.20098765432098764,1.0
0.005432942248071479,0.20108695652173914,1.0
0.005436829344933156,0.20118635689569947,1.0
0.005453972554958384,0.2012858555885262,1.0
0.005461332668528149,0.20138545274616526,1.0
0.005470614064965693,0.2014851485148515,1.0
0.00547092967560477,0.20158494304110947,1.0
0.00547511817071257,0.20168483647175423,1.0
0.005486129127995195,0.2017848289538919,1.0
0.005494536026210348,0.20188492063492064,1.0
0.005506608330081303,0.20198511166253103,1.0
0.00550850848500742,0.20208540218470705,1.0
0.005530348625378407,0.20218579234972678,1.0
0.005530916724019804,0.20228628230616302,1.0
0.005539645770418352,0.20238687220288415,1.0
0.005540954570974315,0.20248756218905473,1.0
0.005549479789283038,0.2025883524141364,1.0
0.0055512541231700924,0.20268924302788843,1.0
0.005557174683280869,0.2027902341803687,1.0
0.005560002864637686,0.2028913260219342,1.0
0.005560373145314984,0.2029925187032419,1.0
0.005570169305058841,0.2030938123752495,1.0
0.005577895145886927,0.2031952071892162,1.0
0.0055875487381137085,0.2032967032967033,1.0
0.005591295461295602,0.20339830084957522,1.0
0.0055970001178053345,0.2035,1.0
0.005599710483438458,0.2036018009004502,1.0
0.005600548067422059,0.2037037037037037,1.0
0.005607845590491983,0.20380570856284427,1.0
0.005614369152997339,0.20390781563126253,1.0
0.005614594989554925,0.20401002506265664,1.0
0.005629032886728309,0.2041123370110331,1.0
0.005630046497683686,0.2042147516307075,1.0
0.0056307109451884715,0.2043172690763052,1.0
0.0056310179578973,0.20441988950276244,1.0
0.005637004782395016,0.20452261306532662,1.0
0.005640656061708756,0.20462543991955756,1.0
0.0056430755024059675,0.20472837022132798,1.0
0.005660933242050489,0.20483140412682435,1.0
0.0056628799084417125,0.20493454179254783,1.0
0.005664091919769046,0.20503778337531486,1.0
0.005667856442387839,0.20514112903225806,1.0
0.005668020672236694,0.20524457892082704,1.0
0.005670264941384139,0.2053481331987891,1.0
0.005673126748143217,0.2054517920242302,1.0
0.005691486179965141,0.20555555555555555,1.0
0.00571861826320428,0.20565942395149064,1.0
0.00571983278975673,0.2057633973710819,1.0
0.005722490108872119,0.20586747597369753,1.0
0.005735034423647295,0.20597165991902833,1.0
0.005744033758876244,0.20607594936708862,1.0
0.00574491962940395,0.20618034447821681,1.0
0.0057453376168911325,0.20628484541307654,1.0
0.005755677555580059,0.2063894523326572,1.0
0.005756738113343699,0.20649416539827498,1.0
0.005764805937318217,0.2065989847715736,1.0
0.005769949010996804,0.20670391061452514,1.0
0.0057711305257399145,0.2068089430894309,1.0
0.005771327119382668,0.20691408235892222,1.0
0.00577360836983932,0.20701932858596134,1.0
0.005777925089229968,0.20712468193384223,1.0
0.005781016852101024,0.20723014256619143,1.0
0.005783343016109986,0.20733571064696893,1.0
0.00578629882916557,0.2074413863404689,1.0
0.005786795556379169,0.20754716981132076,1.0
0.005796715208409914,0.2076530612244898,1.0
0.005799122885263644,0.2077590607452782,1.0
0.0058011856849711045,0.20786516853932585,1.0
0.00580142055114465,0.20797138477261115,1.0
0.005804366398098181,0.20807770961145194,1.0
0.005804984448118641,0.2081841432225064,1.0
0.005805865849475097,0.2082906857727738,1.0
0.0058109495920286676,0.2083973374295955,1.0
0.005811209881676932,0.20850409836065573,1.0
0.005814360855833279,0.20861096873398258,1.0
0.0058198932680339046,0.20871794871794871,1.0
0.005830236298287936,0.20882503848127246,1.0
0.005834823309099725,0.20893223819301848,1.0
0.005839188320298321,0.20903954802259886,1.0
0.005841623463775071,0.2091469681397739,1.0
0.005847248631121361,0.20925449871465296,1.0
0.0058479750494313055,0.20936213991769548,1.0
0.005851903277117966,0.2094698919197118,1.0
0.005852411556876725,0.20957775489186406,1.0
0.005852567288220423,0.20968572900566718,1.0
0.005855286459400299,0.2097938144329897,1.0
0.005861108661443692,0.20990201134605466,1.0
0.005863203096870139,0.21001031991744065,1.0
0.00587604481983659,0.2101187403200826,1.0
0.00588352206684796,0.21022727272727273,1.0
0.005888150490444388,0.2103359173126615,1.0
0.005893864039239217,0.21044467425025853,1.0
0.005896224160757885,0.21055354371443352,1.0
0.00590238661427229,0.21066252587991718,1.0
0.005904326417611826,0.21077162092180218,1.0
0.005905002449942582,0.21088082901554403,1.0
0.005913232580540809,0.21099015033696217,1.0
0.005919710090160429,0.21109958506224066,1.0
0.005953970915165522,0.21120913336792943,1.0
0.005956031384152734,0.21131879543094495,1.0
0.005959255681401685,0.21142857142857144,1.0
0.005973203888718139,0.21153846153846154,1.0
0.005976089665952681,0.21164846593863754,1.0
0.005978960940900061,0.21175858480749218,1.0
0.005979272799146299,0.2118688183237897,1.0
0.005987918469221951,0.21197916666666666,1.0
0.00599345038880169,0.21208963001563313,1.0
0.006000473773854591,0.2122002085505735,1.0
0.006010982991018884,0.21231090245174752,1.0
0.006019210991854231,0.21242171189979123,1.0
0.006022106426682896,0.212532637075718,1.0
0.006023027717414798,0.21264367816091953,1.0
0.006024886137012796,0.21275483533716674,1.0
0.006025407591878254,0.21286610878661089,1.0
0.006034225967641546,0.2129774986917844,1.0
0.0060402493710983,0.2130890052356021,1.0
0.006057135642314613,0.21320062860136196,1.0
0.00606289420749726,0.21331236897274633,1.0
0.00607053891244373,0.21342422653382276,1.0
0.0060764242885695,0.21353620146904512,1.0
0.006078565536174501,0.2136482939632546,1.0
0.006085803630430261,0.21376050420168066,1.0
0.006086883787977089,0.2138728323699422,1.0
0.006097856013708484,0.21398527865404837,1.0
0.006103046565985934,0.2140978432403998,1.0
0.006132096004600853,0.21421052631578946,1.0
0.006137566104400479,0.2143233280674039,1.0
0.006142208412282674,0.21443624868282402,1.0
0.006154598959593855,0.21454928835002635,1.0
0.006164579111133012,0.21466244725738395,1.0
0.006168271305929106,0.21477572559366753,1.0
0.00616876124657759,0.21488912354804646,1.0
0.006178236112113473,0.2150026413100898,1.0
0.006193845538522887,0.21511627906976744,1.0
0.006205570886534426,0.21523003701745108,1.0
0.00621843289855774,0.21534391534391534,1.0
0.006224933462000598,0.2154579142403388,1.0
0.006225737314582084,0.2155720338983051,1.0
0.006227032109792488,0.21568627450980393,1.0
0.006229254339554879,0.21580063626723223,1.0
0.0062333409236470984,0.21591511936339522,1.0
0.006240678766947855,0.21602972399150744,1.0
0.006246298253336612,0.21614445034519383,1.0
0.006260957801741988,0.21625929861849097,1.0
0.006270424485014264,0.21637426900584794,1.0
0.006271487580764805,0.21648936170212765,1.0
0.006272804171084818,0.21660457690260776,1.0
0.006274570589251339,0.2167199148029819,1.0
0.0062746485855614586,0.21683537559936067,1.0
0.006288271491031153,0.21695095948827292,1.0
0.006289714074085289,0.21718249733191036,1.0
0.006291505111691078,0.2172984516817939,1.0
0.006294076178310444,0.21741452991452992,1.0
